Building,Utility,Unit,Meter no.,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
Building 5,Gas,KWh,Meter 1,24/07/2013,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0
Building 5,Gas,KWh,Meter 1,25/07/2013,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,0
Building 5,Gas,KWh,Meter 1,26/07/2013,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,27/07/2013,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 5,Gas,KWh,Meter 1,28/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 5,Gas,KWh,Meter 1,29/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,30/07/2013,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,31/07/2013,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,01/08/2013,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,2.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,02/08/2013,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,1.1,2.2,1.1,0,1.1,1.1,0,1.1,0,1.1,1.1,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,03/08/2013,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,2.2,1.1,1.1,2.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,2.2,1.1,1.1,1.1,1.1,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,04/08/2013,1.1,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,05/08/2013,0,1.1,0,1.1,0,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,06/08/2013,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,07/08/2013,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,08/08/2013,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,09/08/2013,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,10/08/2013,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,11/08/2013,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,12/08/2013,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,13/08/2013,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,14/08/2013,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,15/08/2013,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,16/08/2013,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,2.2,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,17/08/2013,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,2.2,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,18/08/2013,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,19/08/2013,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,20/08/2013,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,21/08/2013,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,22/08/2013,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,23/08/2013,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,1.1,0,1.1,1.1,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,24/08/2013,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,25/08/2013,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,26/08/2013,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,27/08/2013,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,17.6,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,6.6
Building 5,Gas,KWh,Meter 1,28/08/2013,1.1,1.1,4.4,0,1.1,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.4,4.4,3.3,3.3,4.4,3.3,3.3,2.2,2.2,2.2,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,3.3,2.2,2.2,2.2,3.3,0,3.3,2.2,2.2,1.1,2.2,2.2,2.2,2.2,2.2,2.2,1.1
Building 5,Gas,KWh,Meter 1,29/08/2013,2.2,4.4,2.2,3.3,3.3,6.6,4.4,3.3,4.4,4.4,4.4,3.3,4.4,5.5,3.3,3.3,4.4,4.4,2.2,3.3,2.2,2.2,2.2,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,0,1.1,4.4,3.3,2.2,2.2,3.3,1.1,2.2,2.2,2.2,2.2,2.2,1.1,2.2,2.2,2.2
Building 5,Gas,KWh,Meter 1,30/08/2013,2.2,3.3,3.3,1.1,3.3,3.3,2.2,4.4,2.2,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,0,1.1,0,1.1,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,6.6,0,4.4
Building 5,Gas,KWh,Meter 1,31/08/2013,0,0,1.1,2.2,2.2,2.2,2.2,3.3,2.2,3.3,6.6,3.3,4.4,3.3,5.5,3.3,4.4,5.5,4.4,3.3,4.4,3.3,3.3,3.3,2.2,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,01/09/2013,18.7,3.3,6.6,5.5,5.5,5.5,5.5,4.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.4,5.5,4.4,4.4,5.5,3.3,5.5,3.3,2.2,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,02/09/2013,18.7,3.3,4.4,5.5,4.4,5.5,4.4,5.5,6.6,5.5,4.4,4.4,6.6,4.4,4.4,6.6,4.4,5.5,4.4,3.3,3.3,4.4,2.2,2.2,3.3,3.3,2.2,2.2,3.3,2.2,2.2,4.4,1.1,4.4,1.1,2.2,3.3,2.2,2.2,1.1,3.3,1.1,2.2,1.1,3.3,2.2,1.1,2.2
Building 5,Gas,KWh,Meter 1,03/09/2013,3.3,5.5,4.4,3.3,4.4,3.3,4.4,3.3,4.4,4.4,4.4,3.3,5.5,3.3,4.4,4.4,3.3,4.4,4.4,3.3,3.3,1.1,3.3,2.2,3.3,3.3,1.1,3.3,1.1,0,1.1,1.1,0,0,1.1,6.6,1.1,1.1,4.4,2.2,2.2,2.2,3.3,2.2,1.1,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,04/09/2013,3.3,2.2,4.4,3.3,4.4,5.5,5.5,3.3,4.4,5.5,4.4,5.5,4.4,4.4,5.5,4.4,4.4,2.2,1.1,1.1,1.1,3.3,3.3,3.3,2.2,1.1,0,0,6.6,2.2,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,8.8,1.1,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,05/09/2013,2.2,3.3,3.3,3.3,3.3,2.2,4.4,6.6,4.4,4.4,5.5,4.4,4.4,4.4,4.4,5.5,4.4,3.3,4.4,3.3,1.1,2.2,0,0,0,0,0,0,0,0,0,0,1.1,0,8.8,2.2,3.3,3.3,3.3,1.1,2.2,2.2,2.2,1.1,3.3,1.1,2.2,1.1
Building 5,Gas,KWh,Meter 1,06/09/2013,4.4,5.5,4.4,3.3,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,4.4,3.3,4.4,5.5,3.3,4.4,4.4,4.4,3.3,4.4,4.4,4.4,2.2,4.4,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0
Building 5,Gas,KWh,Meter 1,07/09/2013,18.7,4.4,5.5,4.4,5.5,4.4,5.5,4.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.4,5.5,4.4,4.4,4.4,4.4,5.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,5.5,1.1,1.1,8.8,4.4,4.4,4.4,1.1,0,1.1,0,0,0,1.1,0,0,0,0,1.1
Building 5,Gas,KWh,Meter 1,08/09/2013,16.5,4.4,4.4,4.4,5.5,5.5,4.4,5.5,5.5,4.4,5.5,8.8,4.4,4.4,5.5,5.5,4.4,5.5,4.4,4.4,4.4,4.4,5.5,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,3.3,3.3,3.3,3.3,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0
Building 5,Gas,KWh,Meter 1,09/09/2013,17.6,3.3,5.5,4.4,6.6,4.4,5.5,5.5,4.4,5.5,7.7,6.6,5.5,5.5,6.6,5.5,5.5,5.5,6.6,3.3,5.5,4.4,4.4,5.5,4.4,4.4,4.4,4.4,4.4,3.3,4.4,3.3,3.3,4.4,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,10/09/2013,16.5,4.4,5.5,5.5,6.6,4.4,5.5,5.5,5.5,5.5,5.5,6.6,4.4,5.5,6.6,4.4,5.5,5.5,4.4,4.4,4.4,4.4,3.3,2.2,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,11/09/2013,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,2.2,1.1,1.1,1.1,1.1,0,1.1,0,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,12/09/2013,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,1.1,1.1,0,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,13/09/2013,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,1.1,0,1.1,0,0,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,14/09/2013,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 5,Gas,KWh,Meter 1,15/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1
Building 5,Gas,KWh,Meter 1,16/09/2013,0,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,17/09/2013,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,0,0,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,18/09/2013,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,1.1,0,0,1.1,0,1.1,1.1,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,19/09/2013,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,1.1,1.1,2.2,1.1,1.1,1.1,1.1,0,1.1,1.1,2.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,20/09/2013,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,1.1,1.1,1.1,1.1,2.2,0,1.1,1.1,1.1,2.2,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,21/09/2013,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,1.1,3.3,1.1,2.2,2.2,1.1,1.1,1.1,2.2,1.1,1.1,1.1,1.1,2.2,1.1,2.2,1.1,1.1,2.2,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,1.1,0,0
Building 5,Gas,KWh,Meter 1,22/09/2013,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,30.8,8.8,7.7,6.6,8.8,9.9,11,8.8,8.8,8.8,3.3,2.2,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,2.2,2.2,1.1,2.2,3.3,1.1,2.2,2.2,1.1,2.2,2.2,2.2
Building 5,Gas,KWh,Meter 1,23/09/2013,3.3,2.2,3.3,2.2,3.3,2.2,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,4.4,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,1.1,2.2,2.2,2.2,2.2,2.2,1.1,2.2,2.2,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,24/09/2013,7.7,4.4,3.3,4.4,3.3,5.5,4.4,4.4,4.4,3.3,6.6,5.5,5.5,4.4,4.4,5.5,5.5,4.4,4.4,4.4,5.5,4.4,4.4,4.4,4.4,4.4,3.3,2.2,3.3,2.2,2.2,2.2,2.2,2.2,3.3,2.2,2.2,2.2,1.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,25/09/2013,6.6,4.4,4.4,3.3,3.3,4.4,3.3,4.4,4.4,3.3,5.5,4.4,5.5,4.4,4.4,5.5,4.4,5.5,4.4,4.4,2.2,2.2,3.3,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,2.2,1.1,1.1,2.2,2.2,1.1,2.2,2.2,1.1,2.2,2.2
Building 5,Gas,KWh,Meter 1,26/09/2013,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,6.6,4.4,3.3,3.3,4.4,4.4,3.3,4.4,3.3,4.4,6.6,4.4,5.5,4.4,5.5,5.5,5.5,5.5,5.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,2.2,2.2,1.1,2.2,2.2,2.2,2.2,1.1,2.2,1.1,2.2,5.5
Building 5,Gas,KWh,Meter 1,27/09/2013,7.7,4.4,3.3,4.4,4.4,3.3,4.4,4.4,3.3,4.4,4.4,5.5,4.4,4.4,4.4,5.5,4.4,4.4,4.4,4.4,4.4,5.5,4.4,5.5,4.4,3.3,4.4,4.4,3.3,3.3,1.1,0,1.1,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,28/09/2013,19.8,6.6,6.6,7.7,7.7,7.7,6.6,6.6,4.4,4.4,4.4,5.5,5.5,5.5,4.4,4.4,5.5,6.6,5.5,5.5,5.5,5.5,4.4,5.5,5.5,4.4,4.4,4.4,4.4,4.4,5.5,4.4,3.3,4.4,4.4,2.2,2.2,2.2,1.1,0,2.2,1.1,0,1.1,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,29/09/2013,13.2,4.4,5.5,4.4,5.5,4.4,5.5,4.4,4.4,4.4,5.5,7.7,5.5,3.3,4.4,4.4,4.4,4.4,3.3,4.4,4.4,3.3,4.4,4.4,3.3,4.4,3.3,3.3,4.4,4.4,3.3,3.3,2.2,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,0
Building 5,Gas,KWh,Meter 1,30/09/2013,16.5,3.3,4.4,3.3,4.4,4.4,4.4,5.5,5.5,4.4,4.4,4.4,5.5,3.3,5.5,4.4,4.4,4.4,5.5,4.4,4.4,3.3,4.4,4.4,4.4,4.4,4.4,4.4,3.3,4.4,3.3,3.3,3.3,4.4,2.2,4.4,2.2,1.1,2.2,2.2,2.2,2.2,2.2,3.3,2.2,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,01/10/2013,6.6,4.4,3.3,5.5,3.3,4.4,3.3,4.4,3.3,4.4,4.4,4.4,4.4,3.3,4.4,4.4,4.4,4.4,6.6,4.4,4.4,4.4,3.3,5.5,4.4,3.3,5.5,3.3,4.4,4.4,3.3,3.3,4.4,3.3,3.3,3.3,2.2,2.2,1.1,2.2,2.2,1.1,2.2,4.4,2.2,1.1,2.2,3.3
Building 5,Gas,KWh,Meter 1,02/10/2013,7.7,3.3,4.4,4.4,4.4,3.3,4.4,3.3,3.3,4.4,4.4,3.3,4.4,3.3,4.4,4.4,4.4,3.3,4.4,2.2,2.2,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,2.2,3.3,2.2,3.3,2.2,2.2,2.2,1.1,2.2,1.1,2.2,1.1,3.3,1.1,2.2,2.2,1.1
Building 5,Gas,KWh,Meter 1,03/10/2013,2.2,3.3,2.2,3.3,6.6,4.4,3.3,3.3,3.3,3.3,4.4,3.3,3.3,3.3,4.4,4.4,3.3,3.3,3.3,4.4,2.2,4.4,3.3,4.4,2.2,4.4,3.3,3.3,4.4,3.3,3.3,2.2,2.2,2.2,2.2,3.3,1.1,2.2,2.2,1.1,2.2,2.2,1.1,2.2,2.2,1.1,2.2,2.2
Building 5,Gas,KWh,Meter 1,04/10/2013,6.6,2.2,3.3,3.3,3.3,4.4,3.3,3.3,3.3,4.4,3.3,3.3,4.4,3.3,3.3,3.3,5.5,3.3,4.4,4.4,4.4,4.4,3.3,3.3,2.2,3.3,2.2,2.2,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,2.2,2.2,3.3,1.1,2.2,1.1,2.2,2.2,2.2,1.1,2.2,1.1
Building 5,Gas,KWh,Meter 1,05/10/2013,7.7,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.4,2.2,4.4,3.3,3.3,3.3,3.3,4.4,4.4,3.3,4.4,3.3,3.3,4.4,4.4,2.2,2.2,1.1,0,1.1,1.1,0,1.1,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,11,5.5
Building 5,Gas,KWh,Meter 1,06/10/2013,12.1,4.4,8.8,7.7,6.6,5.5,3.3,4.4,5.5,4.4,7.7,5.5,5.5,9.9,6.6,5.5,5.5,4.4,4.4,4.4,4.4,4.4,4.4,3.3,3.3,3.3,4.4,3.3,3.3,3.3,4.4,4.4,3.3,3.3,3.3,0,1.1,0,0,0,5.5,2.2,3.3,3.3,2.2,2.2,2.2,2.2
Building 5,Gas,KWh,Meter 1,07/10/2013,8.8,5.5,4.4,4.4,6.6,4.4,4.4,5.5,5.5,4.4,6.6,5.5,4.4,6.6,4.4,5.5,4.4,4.4,5.5,4.4,4.4,3.3,4.4,3.3,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,08/10/2013,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,1.1,0,1.1,0,1.1,1.1,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1
