Building,Utility,Unit,Meter no.,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
Building 4,Gas,KWh,Meter 1,19/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,20/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,21/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,44,220,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,22/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,77,0,0,0,0,0,0,0,0,0,33,187,66,66,66,88,66,55,66,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,23/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,220,176,55,44,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,24/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,66,187,121,0,0,0,0,77,0,0,0,0,0,0,0,0,176,88,77,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,198,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,26/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,198,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,88,44,66,77
Building 4,Gas,KWh,Meter 1,27/10/2013,33,77,33,187,66,44,77,33,77,33,77,33,77,44,66,44,66,55,55,44,66,44,66,55,231,88,33,77,33,77,33,66,44,55,55,33,66,44,66,33,77,33,44,66,33,77,33,77
Building 4,Gas,KWh,Meter 1,28/10/2013,33,44,66,33,77,33,66,44,44,66,44,66,33,77,33,88,143,154,88,33,44,55,0,0,0,0,0,0,0,0,0,220,99,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,29/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,231,44,66,99,132,11,0,0,0,0,0,0,0,0,0,0,0,0,220,77,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,30/10/2013,0,0,0,0,0,0,0,0,0,0,0,220,77,44,66,44,121,121,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,31/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,143,165,33,66,110,99,11,0,0,0,0,0,0,0,0,0,0,0,0,220,110,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,01/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,242,77,66,99,99,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,02/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,286,143,0,0,0,0,0,0,0,0,66,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,03/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,286,198,33,0,0,0,0,154,88,44,66,44,66,44,0,0,0,0,0,0,0,0,0,44
Building 4,Gas,KWh,Meter 1,04/11/2013,187,44,77,33,77,33,77,33,77,33,77,33,77,33,77,143,198,165,121,143,55,77,88,77,77,44,33,66,33,66,110,77,77,88,99,77,33,33,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,05/11/2013,0,0,0,55,154,66,44,33,66,44,66,33,44,66,55,66,242,143,99,66,33,44,66,33,66,44,33,66,33,99,110,44,77,77,110,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,06/11/2013,0,44,154,66,44,33,77,33,55,55,33,66,33,44,66,77,198,99,88,55,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
Building 4,Gas,KWh,Meter 1,07/11/2013,187,44,77,33,44,66,33,66,33,44,66,33,44,66,33,88,176,132,88,66,33,33,66,33,33,33,55,44,33,33,66,99,66,66,110,44,55,44,33,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,08/11/2013,0,44,143,66,44,33,66,33,44,66,33,33,66,33,88,44,132,165,77,66,33,33,55,55,33,55,44,33,44,55,132,33,33,66,44,33,66,33,55,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,09/11/2013,0,55,121,77,33,44,66,33,66,33,55,55,33,66,33,55,209,154,121,88,66,33,66,44,33,55,44,44,66,88,77,66,33,44,66,33,33,66,44,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,10/11/2013,0,44,143,66,33,44,66,33,66,33,55,55,33,66,33,66,44,33,66,33,66,33,33,110,187,132,33,33,66,33,33,55,44,33,55,44,33,66,33,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,11/11/2013,0,55,132,66,33,44,66,33,55,44,66,44,55,55,33,66,165,77,66,77,77,55,66,77,66,66,44,77,44,55,33,77,33,55,44,44,66,33,66,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,12/11/2013,0,0,0,0,0,55,121,55,55,33,33,66,33,33,55,55,66,33,132,77,55,55,77,33,66,44,66,66,44,66,33,66,44,66,110,22,33,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,13/11/2013,0,0,0,55,143,66,33,33,66,33,33,66,33,33,77,55,55,66,143,99,66,77,66,77,77,44,66,66,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,14/11/2013,0,55,176,44,66,33,33,66,33,33,55,44,33,55,55,55,55,55,132,88,66,77,66,55,55,77,33,77,66,33,44,66,77,33,143,33,33,66,33,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,15/11/2013,0,55,121,66,33,33,66,33,33,66,33,33,66,44,66,44,55,165,99,99,110,88,88,77,88,77,88,77,77,143,33,33,66,33,33,33,66,33,33,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,16/11/2013,0,44,132,77,33,33,66,33,66,33,33,66,33,66,33,88,33,220,88,88,88,99,99,88,88,77,77,77,77,110,66,33,33,55,44,33,55,44,33,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,17/11/2013,0,55,132,77,33,44,55,33,66,33,55,44,33,77,33,44,55,33,66,33,33,77,33,55,110,77,77,88,44,132,44,55,33,66,33,33,66,33,33,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,18/11/2013,0,55,132,77,33,33,77,33,55,44,33,66,44,44,55,88,44,165,77,77,77,77,66,66,66,77,77,88,77,33,77,66,44,77,110,33,66,44,33,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,19/11/2013,0,0,0,0,0,44,154,55,55,33,66,33,44,55,44,88,55,209,88,88,88,88,77,77,77,88,77,77,77,55,55,88,77,77,99,66,44,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,20/11/2013,0,0,0,44,154,77,33,66,33,55,55,44,55,44,66,77,88,220,88,99,110,110,110,99,110,110,99,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,21/11/2013,0,55,176,55,55,44,66,77,33,77,44,55,77,33,77,66,165,209,99,121,110,154,110,88,110,121,99,88,99,77,88,88,88,88,132,66,44,66,33,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,22/11/2013,0,55,132,77,33,77,33,66,33,77,33,66,44,77,33,77,154,198,77,110,88,88,77,88,88,77,88,77,77,132,55,44,33,66,33,33,66,44,55,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,23/11/2013,0,55,121,77,33,77,33,66,33,66,44,55,44,77,33,66,220,143,143,99,88,99,77,77,110,88,88,88,88,110,66,33,33,66,33,44,55,33,77,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,24/11/2013,0,55,132,77,33,66,33,77,33,66,44,55,55,55,55,44,55,55,77,44,55,77,33,176,198,132,77,110,99,132,66,77,44,66,66,66,55,66,77,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,25/11/2013,0,55,143,77,77,88,66,66,55,77,77,66,77,44,77,77,143,209,132,121,99,110,110,121,132,99,88,99,99,55,77,99,99,88,132,33,55,66,33,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,26/11/2013,0,0,0,0,0,55,187,77,66,55,66,77,77,55,66,77,242,154,165,110,110,110,154,99,99,110,121,121,110,88,55,99,88,88,143,44,55,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,27/11/2013,0,0,0,66,143,77,33,66,77,33,66,66,44,66,66,110,110,176,66,110,121,99,88,77,88,99,99,88,99,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,28/11/2013,0,66,176,99,88,55,88,88,99,55,77,99,77,66,88,66,88,154,77,88,77,88,99,99,55,77,88,77,66,55,77,55,77,77,121,44,55,55,44,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,29/11/2013,0,55,132,66,44,66,44,55,55,44,66,44,66,55,44,99,55,143,88,88,99,77,55,77,77,66,66,99,99,121,55,33,44,66,44,33,66,33,55,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,30/11/2013,0,66,121,66,44,66,33,66,44,55,44,77,33,44,66,66,55,187,77,110,88,55,66,88,88,44,88,77,66,132,44,33,66,33,55,55,44,66,33,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,01/12/2013,0,66,121,66,44,66,44,55,66,44,55,55,55,66,33,66,44,55,66,33,66,44,55,55,231,88,66,99,88,143,88,55,77,44,66,33,66,33,66,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,02/12/2013,0,55,154,44,66,44,55,66,33,66,44,55,55,44,66,77,165,165,77,66,77,88,99,88,66,77,88,77,88,44,66,88,66,55,165,33,55,33,44,66,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,03/12/2013,0,0,0,0,0,55,187,44,77,33,66,44,44,44,66,66,77,154,88,88,88,99,88,88,88,88,99,55,88,77,77,66,77,88,143,33,33,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,04/12/2013,0,0,0,66,154,55,66,44,55,66,44,66,44,55,77,77,55,165,88,99,99,99,88,88,88,66,77,77,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,05/12/2013,0,66,165,77,44,66,66,44,66,55,66,44,66,66,88,55,121,275,121,88,110,110,132,121,110,99,110,99,99,99,88,44,77,88,132,44,66,44,55,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,06/12/2013,0,44,154,55,66,66,33,66,77,33,66,77,33,77,44,110,66,275,66,99,143,110,110,99,88,77,66,77,88,154,33,44,66,33,66,44,55,66,33,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,07/12/2013,0,66,132,44,77,44,44,66,44,66,44,66,55,44,66,44,77,143,55,110,77,99,77,99,88,88,88,55,77,154,55,44,55,55,55,44,77,44,55,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,09/12/2013,0,66,121,88,33,44,88,33,44,88,33,44,66,55,44,110,44,264,88,44,99,88,77,55,88,77,77,55,77,55,55,99,44,88,143,44,33,66,44,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,10/12/2013,0,0,0,0,0,66,143,66,44,66,44,55,77,33,77,66,66,66,154,66,66,88,88,55,77,88,88,55,66,66,44,77,77,44,154,55,33,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,11/12/2013,0,0,0,66,143,77,44,66,55,44,66,55,55,77,33,110,55,66,198,99,99,99,99,99,88,55,88,99,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,12/12/2013,0,66,165,77,44,66,44,66,55,55,66,44,66,55,44,121,55,264,77,77,55,88,99,66,66,88,88,77,66,77,66,66,66,88,132,44,44,44,55,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,13/12/2013,0,66,121,66,33,77,44,44,44,66,44,66,33,55,66,88,55,44,88,88,88,88,55,77,88,88,55,77,88,132,22,55,55,44,44,66,66,55,66,154,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,14/12/2013,0,66,110,77,33,66,44,55,44,44,66,44,66,33,44,66,44,66,121,88,77,77,66,66,88,77,77,66,66,143,33,66,22,44,55,66,44,55,44,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,15/12/2013,0,66,132,44,55,66,33,55,55,55,66,44,55,33,44,66,44,55,55,33,77,44,33,66,77,66,88,77,55,165,33,66,33,66,44,55,33,44,66,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,16/12/2013,0,66,121,44,55,55,55,66,33,44,55,55,55,55,33,88,66,55,77,88,88,88,55,88,77,55,88,44,88,44,77,44,88,44,165,33,33,66,44,22,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,17/12/2013,0,0,0,0,0,77,132,44,44,88,11,55,44,66,33,99,44,66,132,88,77,77,66,66,66,55,88,55,77,33,88,44,44,77,143,33,33,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,18/12/2013,0,0,0,66,143,55,66,44,66,44,55,55,44,55,88,55,66,88,110,66,88,66,66,88,88,66,66,99,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,19/12/2013,0,0,0,0,0,0,0,0,0,253,110,88,99,99,77,99,66,88,209,99,110,88,88,44,77,88,88,55,88,77,55,88,55,88,154,33,55,66,44,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,20/12/2013,0,66,121,88,33,77,33,66,55,44,77,33,66,55,88,66,66,264,99,88,88,88,88,55,88,88,99,88,88,132,33,55,66,44,55,66,44,55,66,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,21/12/2013,0,77,121,77,44,66,44,66,55,44,77,33,66,55,44,66,55,66,88,99,88,77,99,88,55,88,99,44,77,165,33,66,44,55,55,44,55,66,33,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,22/12/2013,0,66,132,66,44,66,44,55,66,44,55,77,33,66,55,55,66,44,55,55,66,44,55,44,66,99,88,99,66,165,33,55,66,55,44,66,44,55,66,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,23/12/2013,0,77,132,77,33,66,55,55,66,44,66,66,44,66,44,99,143,231,55,88,99,99,110,99,99,110,99,110,99,99,99,99,99,55,165,55,44,77,44,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,24/12/2013,0,0,0,0,0,66,143,66,66,55,44,77,44,66,88,66,77,176,99,99,154,33,44,55,66,44,66,66,33,66,66,33,77,44,66,66,33,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,25/12/2013,0,0,0,77,143,88,44,66,77,33,77,55,66,66,44,77,209,176,121,154,66,88,77,66,99,88,55,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,26/12/2013,0,66,165,77,44,77,55,55,77,55,66,55,77,55,88,66,286,176,132,176,121,165,121,66,66,88,110,99,99,55,77,99,88,99,88,66,99,143,88,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,27/12/2013,0,77,132,88,33,77,44,77,66,55,66,44,66,88,66,66,286,154,154,110,110,110,110,121,121,132,121,110,110,154,55,88,99,55,88,66,66,99,44,66,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,28/12/2013,0,77,132,99,88,55,99,66,77,88,66,77,99,55,88,88,66,253,110,110,110,132,132,110,110,99,110,88,99,154,55,77,88,55,66,44,66,55,55,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,29/12/2013,0,66,132,88,33,77,44,66,66,55,77,44,77,33,77,77,33,77,44,66,55,55,66,44,286,99,99,121,88,154,55,55,66,44,66,55,55,66,44,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,30/12/2013,0,77,132,77,44,66,44,66,77,44,77,44,66,55,77,88,143,242,99,88,110,99,110,99,110,99,99,99,99,99,110,77,55,99,143,55,33,66,55,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,31/12/2013,0,0,0,0,0,77,132,88,44,66,44,66,99,44,66,99,66,242,88,99,99,110,110,99,99,110,99,99,110,143,77,55,88,33,66,33,55,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,01/01/2014,0,0,0,77,143,66,55,66,44,66,55,77,66,77,77,55,176,209,165,55,88,99,99,99,88,77,88,99,99,66,77,99,143,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,02/01/2014,0,77,165,44,77,55,55,77,33,77,55,55,99,55,66,66,198,187,77,99,88,66,77,99,99,99,110,99,99,99,77,66,99,66,143,66,44,66,44,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,03/01/2014,0,77,165,44,77,44,55,66,66,55,66,44,77,44,66,99,66,165,99,121,132,132,99,110,99,110,110,99,121,176,88,33,77,33,66,55,55,66,44,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,04/01/2014,0,77,121,77,44,66,55,55,66,55,66,44,77,44,66,44,77,165,99,110,99,99,110,99,110,99,99,99,77,176,66,66,88,44,88,88,44,99,55,77,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,05/01/2014,0,77,121,99,77,66,88,66,77,88,55,88,88,55,88,66,77,88,55,88,88,55,88,66,132,99,99,110,44,165,66,44,66,77,33,66,66,55,66,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,06/01/2014,0,88,121,77,44,66,55,66,66,44,77,44,66,55,55,110,66,242,66,88,99,99,110,99,99,110,110,99,99,99,44,88,99,44,187,55,44,66,44,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,07/01/2014,0,0,0,0,0,88,121,77,44,77,44,66,66,44,88,88,55,165,99,99,99,55,77,88,99,66,88,77,99,66,55,88,77,55,154,55,33,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,08/01/2014,0,0,0,77,132,77,44,66,44,66,66,44,66,44,99,66,66,77,143,66,66,88,99,88,66,88,99,88,55,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,09/01/2014,0,77,154,88,44,66,44,77,55,55,88,33,77,33,77,99,55,77,143,88,55,88,88,88,66,77,88,99,88,55,55,99,66,66,154,55,44,66,55,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,10/01/2014,0,77,110,88,44,66,44,66,66,44,77,33,66,66,66,88,88,55,143,77,99,88,88,66,77,77,99,99,77,154,11,66,55,55,44,77,33,66,44,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,11/01/2014,0,88,110,88,33,66,66,44,77,44,66,55,55,77,33,77,44,77,154,99,66,77,88,88,88,66,77,88,88,132,55,33,66,44,66,44,55,66,44,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,12/01/2014,0,77,121,88,33,77,77,33,66,55,66,66,44,77,55,55,77,33,77,44,77,55,44,88,220,110,66,88,66,176,55,55,77,44,55,77,44,77,44,66,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,13/01/2014,0,77,121,77,44,66,77,44,66,66,55,77,44,77,55,99,154,242,88,99,66,77,99,99,77,110,55,121,132,99,88,77,88,88,143,44,66,55,55,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,14/01/2014,0,0,0,0,0,88,132,88,33,77,55,66,66,55,88,88,121,275,55,88,99,88,99,88,66,99,88,99,99,55,77,88,55,88,143,44,44,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,15/01/2014,0,0,0,77,143,77,44,66,44,77,55,55,77,44,66,99,55,132,99,99,99,77,77,99,99,88,66,99,99,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,16/01/2014,0,88,154,77,44,77,44,66,55,66,66,44,77,44,77,99,55,143,99,99,77,66,88,99,99,88,66,143,121,99,44,99,77,66,176,44,66,66,44,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,17/01/2014,0,88,121,88,44,66,55,66,77,44,66,44,77,44,88,77,66,154,88,99,44,88,88,99,66,88,88,99,77,143,22,66,33,66,44,55,66,55,55,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,18/01/2014,0,77,121,77,44,66,66,44,66,77,33,66,44,77,44,66,44,132,110,77,88,77,66,99,99,88,77,66,88,165,33,66,44,66,44,55,66,44,55,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,19/01/2014,0,88,121,77,33,77,44,66,66,44,66,66,33,77,55,55,66,44,66,44,66,66,33,77,77,88,55,99,77,154,33,66,44,66,44,55,77,33,66,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,20/01/2014,0,77,121,88,33,77,44,55,77,44,77,44,55,110,33,88,121,231,121,121,121,99,110,110,110,110,110,110,110,77,77,99,99,88,154,33,66,55,55,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,21/01/2014,0,0,0,0,0,88,132,88,33,77,44,77,66,44,88,99,99,176,99,110,110,110,99,121,132,121,110,99,110,110,99,99,110,99,176,99,44,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,22/01/2014,0,0,0,88,143,88,88,55,99,66,77,88,66,77,99,121,99,99,143,99,77,77,99,88,99,99,99,55,99,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,23/01/2014,0,88,143,88,33,77,44,66,66,44,99,99,99,110,99,77,77,154,99,88,77,88,88,99,99,99,88,110,110,88,55,99,99,99,176,44,88,55,55,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,24/01/2014,0,88,121,77,44,66,77,33,77,44,66,66,44,88,77,55,77,132,88,88,99,99,66,77,88,99,88,99,99,143,33,33,77,33,66,55,44,77,44,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,25/01/2014,0,77,121,77,33,77,55,44,77,44,66,66,44,66,44,66,66,121,55,121,66,88,99,99,77,66,88,99,55,165,33,66,55,55,66,33,77,44,55,33,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,26/01/2014,0,88,121,88,33,66,55,55,77,44,66,55,66,55,55,77,44,66,55,66,77,44,66,44,242,99,88,66,88,165,33,66,44,66,66,44,88,33,66,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,27/01/2014,0,88,121,88,44,77,55,55,88,33,77,66,44,88,99,88,110,297,88,121,132,121,110,110,110,132,132,110,121,99,88,99,77,88,176,66,77,66,44,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,28/01/2014,0,0,0,0,0,99,132,77,44,77,66,55,77,44,99,99,88,286,99,121,132,132,110,121,110,99,99,121,110,88,99,110,99,77,165,66,66,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,29/01/2014,0,0,0,88,143,99,88,55,88,77,66,99,55,88,88,121,77,154,110,99,110,99,110,99,99,66,88,99,99,88,44,88,99,55,77,99,66,77,44,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,30/01/2014,0,88,132,88,33,88,33,77,66,55,66,44,77,55,99,88,110,154,110,132,143,110,110,99,99,99,110,88,99,55,88,55,88,66,165,44,66,66,44,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,31/01/2014,0,88,132,77,44,77,44,88,44,77,44,77,66,55,88,99,99,253,99,110,110,121,143,121,110,110,121,143,110,198,44,99,99,88,66,88,99,99,55,88,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,01/02/2014,0,99,165,110,88,66,88,99,99,88,66,99,99,99,44,66,66,187,99,99,99,88,99,99,99,99,110,55,88,198,33,55,77,44,66,66,55,77,44,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,02/02/2014,0,88,121,77,55,66,88,33,77,55,77,55,66,66,44,88,44,66,66,55,77,44,77,44,253,110,99,110,99,165,99,44,88,55,66,66,44,77,44,55,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,03/02/2014,0,88,110,88,55,66,77,44,77,44,77,55,66,55,99,88,99,286,132,121,110,110,132,110,121,110,110,110,99,99,99,99,77,88,176,77,66,88,55,77,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,04/02/2014,0,0,0,0,0,99,121,99,99,55,88,88,77,66,99,132,99,154,121,143,110,121,110,99,110,121,132,110,110,99,66,88,99,99,187,88,55,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,05/02/2014,0,0,0,88,132,110,88,66,88,99,77,66,99,99,77,110,110,121,165,110,110,110,121,121,99,99,99,121,143,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,06/02/2014,0,99,154,110,99,99,99,66,88,99,99,110,77,77,88,132,110,121,143,110,110,121,143,121,99,110,99,110,99,88,55,77,99,66,154,44,66,77,33,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,07/02/2014,0,99,110,99,33,77,66,55,66,44,77,44,77,66,66,88,88,143,99,99,110,77,66,88,99,99,99,99,55,165,33,66,44,66,77,33,77,44,66,44,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,08/02/2014,0,99,110,88,33,77,55,66,77,44,77,44,77,44,77,77,242,154,176,165,176,143,187,154,99,99,110,88,77,187,66,66,88,66,66,77,33,77,55,66,0,0,0,0,0,0,0,0
Building 4,Gas,KWh,Meter 1,09/02/2014,0,99,110,88,44,66,77,44,77,77,44,77,66,55,77,55,66,77,44,77,66,55,66,286,143,132,165,132,121,165,110,154,132,121,44,77,55,55,77,33,0,0,0,0,0,0,0,0
